ip_address|cluster_label
86.110.240.17|6
46.229.234.118|0
45.149.177.254|2
5.252.23.213|6
93.184.66.161|0
86.110.232.74|0
46.229.238.70|6
93.184.64.145|0
185.66.200.53|6
46.229.235.150|0
93.184.76.29|0
93.184.67.104|7
81.89.49.118|8
86.110.244.60|6
192.168.127.60|2
5.252.23.251|6
81.89.56.165|6
93.184.66.189|2
81.89.63.62|0
185.66.200.248|0
192.168.0.252|8
46.229.237.125|0
86.110.227.5|0
46.229.232.210|3
86.110.247.97|0
100.64.5.102|1
185.66.201.88|6
5.252.23.91|6
93.184.64.129|0
46.229.224.101|7
185.66.200.44|6
86.110.245.220|3
2a01:390:dc4:f003:f816:3eff:fece:3504|5
46.229.224.199|6
86.110.245.188|3
100.64.26.17|1
2a01:390:dc4:0:250:56ff:feb2:31a3|2
2a01:390:1:2122::22|2
93.184.64.104|0
2a01:390:1:3f::3|2
2a01:390:12:8::2|0
5.252.23.7|6
45.95.11.209|3
86.110.227.2|2
46.229.225.20|0
185.66.200.160|6
2a05:980::2|2
192.168.203.44|2
217.73.18.187|3
100.64.9.2|1
81.89.54.85|7
172.16.30.120|7
46.229.232.108|0
192.168.173.75|2
185.66.200.21|6
46.229.232.94|7
45.89.54.185|6
93.184.66.136|0
185.48.248.184|6
86.110.234.1|0
192.168.119.231|3
192.168.110.106|2
93.184.66.217|6
86.110.224.55|6
152.89.19.35|2
45.95.11.8|3
93.184.66.52|7
45.149.176.11|4
93.184.68.250|8
93.184.76.243|7
46.229.225.74|3
86.110.231.189|0
5.252.23.136|3
86.110.229.74|7
93.184.72.234|6
192.168.214.4|4
81.89.55.101|0
81.89.58.8|5
185.48.248.111|6
46.229.225.28|3
2a01:390:dc4:f003:f816:3eff:fe91:22fd|5
46.229.238.125|0
86.110.231.169|2
86.110.250.3|0
185.66.200.147|6
100.64.27.16|1
217.73.30.246|8
46.229.238.171|6
217.73.30.154|2
109.74.151.133|0
2a01:390:dc4:f003:f816:3eff:feae:1587|5
86.110.232.46|0
2a01:390:dc4:f003:f816:3eff:feda:7b7d|5
2a01:390:dc4:f003:f816:3eff:fe1f:222|5
93.184.72.106|0
93.184.65.174|7
45.149.177.253|2
185.115.141.129|0
46.229.233.40|6
86.110.228.28|7
192.168.234.87|0
185.48.248.114|0
5.252.23.49|3
192.168.182.234|2
2a01:390:dc4:f003:f816:3eff:fe0c:2aca|5
2a05:980::5:5|4
100.64.26.73|1
185.66.200.30|5
46.229.232.204|7
93.184.65.167|0
81.89.56.150|0
46.229.224.103|0
46.229.233.37|6
46.229.239.122|6
81.89.62.105|8
185.66.200.128|6
46.229.232.54|8
93.184.66.139|6
46.229.233.35|0
5.252.23.247|7
86.110.240.254|0
185.176.72.160|0
185.66.200.29|6
5.252.23.66|6
45.95.11.161|3
100.64.12.76|7
86.110.230.146|4
86.110.246.113|3
109.74.148.245|6
192.168.8.1|2
81.89.55.150|2
93.184.68.237|7
46.229.239.39|6
217.73.22.132|5
109.74.147.5|0
109.74.151.129|0
185.48.249.242|6
46.229.239.33|0
86.110.234.124|2
192.168.126.3|0
86.110.232.179|6
185.48.248.33|0
93.184.72.65|0
192.168.39.1|2
46.229.239.12|6
93.184.65.193|0
81.89.58.77|2
45.95.11.98|3
46.229.232.87|7
46.229.226.85|0
46.229.233.139|0
86.110.231.225|0
86.110.233.48|0
46.229.227.150|3
172.16.30.171|7
5.252.23.101|7
81.89.58.253|0
81.89.63.51|0
46.229.224.246|0
92.240.229.81|0
192.168.0.188|1
93.184.64.214|0
2a01:390:12:1234::2074|5
46.229.239.124|6
46.229.239.2|6
2a01:390:dc4:2:ec4:7aff:fe52:ebc6|2
2a01:390:dc4:2:92b8:d0ff:fecd:c0cc|2
2a01:390:dc4f::1|2
2a01:390:1:934::44|2
2a01:390:12:28::2|2
2a01:390:dc4f:5::1004|2
2a01:390:1:3f::2|0
2a01:390:dc4:100::1|2
2a01:390:dc4f:5::1013|2
100.64.26.80|5
46.229.235.196|2
46.229.227.225|0
2a05:980:0:2::1|0
2a05:980::15:1|2
2a05:980::b|2
2a05:980::9:8|2
2a05:980:0:2::9|0
2a05:980::9|2
217.73.28.117|7
2a05:980:0:2::c|0
2a05:980:7:1000:5c57:ca51:def4:c0c9|5
45.89.54.141|4
86.110.232.177|0
86.110.224.7|2
86.110.246.70|4
86.110.247.45|0
86.110.227.185|2
185.48.249.226|6
192.168.110.170|0
46.229.224.173|6
46.229.225.19|0
46.229.232.1|0
5.252.23.113|0
217.73.25.101|4
46.229.239.119|6
192.168.210.28|5
86.110.232.48|6
100.64.5.164|1
86.110.227.190|0
2a01:390:dc4:1407::3|4
86.110.233.26|0
86.110.227.138|7
93.184.71.131|4
93.184.74.137|0
86.110.232.81|7
46.229.227.152|4
192.168.178.101|2
46.229.224.230|0
81.89.54.117|0
86.110.229.20|4
86.110.233.90|6
192.168.66.26|6
10.0.40.203|2
92.240.229.105|0
81.89.59.61|0
93.184.67.81|7
46.229.239.35|7
192.168.0.155|1
217.73.20.106|1
2a01:390:dc4:f003:f816:3eff:fefb:947c|5
93.184.76.229|2
46.229.232.11|6
109.74.148.35|4
93.184.72.67|0
46.229.227.27|7
46.229.238.245|0
93.184.64.117|6
81.89.61.117|0
46.229.232.65|0
81.89.58.249|0
46.229.238.190|0
192.168.209.23|1
5.252.23.72|0
46.229.232.250|7
86.110.234.55|8
2a01:390:1:e:29e8:23b7:a4a3:1eeb|1
185.48.248.233|7
45.149.176.177|2
192.168.13.98|2
46.229.239.209|0
93.184.66.225|6
86.110.245.137|0
86.110.248.197|4
46.229.232.73|0
185.176.72.163|0
192.168.182.229|0
192.168.173.78|0
86.110.233.68|6
45.95.11.119|3
109.74.153.49|0
185.66.200.87|6
45.89.54.54|6
46.229.237.27|6
93.184.64.113|7
86.110.227.23|3
192.168.203.37|0
217.73.26.136|0
217.73.20.98|7
46.229.232.42|3
109.74.155.82|0
46.229.238.167|6
192.168.110.1|2
192.168.112.1|2
217.73.30.113|0
86.110.244.136|1
92.240.230.99|2
46.229.237.70|6
46.229.225.204|1
93.184.73.146|7
172.16.30.173|7
86.110.229.182|7
93.184.66.61|7
192.168.234.85|0
2a05:980::5:6|6
93.184.72.187|7
92.240.231.85|0
93.184.67.100|7
46.229.232.126|8
192.168.110.11|8
81.89.62.50|8
2a01:390:dc4:f003:f816:3eff:fe54:3f5|5
86.110.245.147|6
46.229.233.24|0
192.168.193.110|2
86.110.232.76|0
109.74.146.94|2
86.110.228.182|0
109.74.151.169|0
217.73.27.184|2
109.74.146.7|7
46.229.233.41|2
93.184.64.81|7
93.184.64.1|2
81.89.50.61|0
185.48.248.66|0
86.110.230.25|0
45.95.11.32|0
192.168.0.40|5
46.229.227.126|0
45.89.54.70|6
46.229.239.24|6
185.66.200.79|6
93.184.66.152|6
93.184.64.93|7
185.48.248.125|6
45.89.54.44|3
192.168.146.1|2
81.89.58.81|0
5.252.23.175|3
46.229.227.107|0
45.149.176.14|4
217.73.21.53|0
93.184.66.47|6
46.229.237.26|6
109.74.146.24|8
172.16.30.220|7
172.16.30.237|3
93.184.66.172|6
100.64.30.15|1
46.229.239.47|0
217.73.21.62|7
46.229.225.3|0
93.184.67.126|7
109.74.150.193|2
81.89.61.121|0
109.74.154.163|0
45.149.176.9|0
192.168.178.102|2
93.184.76.228|0
46.229.232.136|0
86.110.234.126|0
185.66.201.93|0
192.168.66.50|0
86.110.250.13|0
46.229.227.125|0
46.229.227.193|0
46.229.235.212|6
81.89.59.187|7
46.229.238.184|6
93.184.68.248|8
192.168.182.235|0
46.229.232.252|7
92.240.229.85|0
192.168.84.5|2
86.110.240.175|8
192.168.190.49|0
100.64.21.54|5
192.168.110.20|3
86.110.233.79|6
217.73.29.93|0
217.73.30.158|0
86.110.228.99|0
217.73.29.49|0
217.73.19.113|0
46.229.227.161|0
192.168.62.41|0
46.229.231.30|3
109.74.150.233|0
2a05:980:6:1019::1|3
100.64.5.47|1
192.168.191.144|0
86.110.245.158|6
45.149.176.178|0
192.168.173.1|2
46.229.225.22|6
86.110.245.178|0
81.89.58.254|0
172.16.29.59|7
46.229.237.47|0
46.229.237.28|6
46.229.224.130|0
192.168.118.53|1
46.229.227.133|2
192.168.0.64|1
192.168.191.141|0
172.16.31.72|7
217.73.30.35|0
46.229.224.225|6
172.16.31.66|7
185.66.200.203|6
86.110.228.227|6
86.110.227.131|7
192.168.193.145|0
86.110.234.107|7
86.110.233.65|4
192.168.189.1|2
81.89.58.250|0
192.168.191.1|2
92.240.229.101|0
46.229.232.20|6
192.168.126.2|3
46.229.232.66|6
86.110.240.23|8
100.64.5.62|1
109.74.158.84|6
46.229.232.163|2
2a01:390:12:1234::2066|5
192.168.65.99|2
5.252.23.106|7
2a01:390:dc4:f003:f816:3eff:fec5:87d1|5
93.184.64.61|7
109.74.153.21|6
109.74.146.92|2
109.74.148.33|0
109.74.150.226|0
46.229.235.129|0
46.229.232.51|7
86.110.233.96|0
5.252.23.186|0
5.252.23.31|8
100.64.26.99|1
86.110.242.62|0
46.229.227.146|4
93.184.76.233|0
86.110.230.104|7
185.66.200.17|6
2a01:390:dc4:1404:c4cb:feff:fed6:e904|3
93.184.66.244|3
86.110.245.149|6
93.184.64.84|7
86.110.247.130|6
93.184.66.254|6
86.110.240.187|0
217.73.26.188|2
86.110.245.148|7
46.229.238.65|0
192.168.231.1|2
46.229.232.222|3
81.89.54.94|5
46.229.233.151|6
93.184.73.145|0
86.110.232.33|0
86.110.227.194|7
46.229.239.89|0
100.64.5.100|5
46.229.225.11|0
46.229.232.122|2
192.168.0.134|5
2a01:390:dc4:f003:f816:3eff:fecc:9c0|5
46.229.233.60|6
192.168.241.1|2
100.64.5.116|1
46.229.225.202|7
100.64.26.30|1
86.110.234.78|8
5.252.23.87|6
192.168.191.151|0
100.64.5.117|1
45.95.11.220|7
93.184.68.190|0
86.110.231.227|0
86.110.224.15|0
217.73.18.36|0
2a04:b540:1:2::11|6
2a01:390:dc4:f003:f816:3eff:fe82:a0ad|5
93.184.68.66|3
46.229.225.14|0
45.89.54.14|6
100.64.11.2|8
109.74.146.89|0
86.110.228.33|0
86.110.233.82|2
109.74.154.162|0
185.66.200.183|0
109.74.150.37|0
192.168.191.145|2
192.168.191.147|2
100.64.5.108|5
192.168.0.107|1
5.252.23.140|3
46.229.237.117|6
2a01:390:dc4:f003:f816:3eff:feaf:9521|5
86.110.247.129|0
185.66.200.11|6
86.110.228.126|0
192.168.184.163|2
46.229.227.113|0
185.48.249.244|2
93.184.71.130|6
46.229.227.177|0
93.184.76.246|6
93.184.66.199|0
109.74.148.73|0
185.66.200.181|6
81.89.49.124|2
81.89.55.225|0
46.229.238.182|0
100.64.26.3|1
81.89.58.65|0
5.252.23.168|3
86.110.246.69|6
185.66.200.37|6
109.74.147.116|0
46.229.232.147|0
172.16.63.129|7
46.229.233.96|0
172.16.30.167|3
93.184.65.177|0
86.110.233.18|0
86.110.242.103|3
192.168.184.26|3
46.229.233.131|6
93.184.68.168|6
172.16.30.138|3
46.229.238.10|2
86.110.247.169|0
93.184.68.162|6
5.252.23.40|6
5.252.23.78|6
46.229.232.25|8
192.168.189.4|3
100.64.4.117|2
185.48.248.57|0
81.89.58.57|7
192.168.180.82|0
217.73.19.133|1
86.110.233.71|6
46.229.239.19|4
217.73.26.174|2
217.73.26.129|0
86.110.224.23|6
217.73.30.241|0
217.73.30.33|0
92.240.229.201|0
109.74.148.201|6
93.184.67.115|7
217.73.19.109|0
185.48.248.178|0
46.229.237.80|0
2a01:390:12:5::3|3
93.184.66.221|2
217.73.25.38|7
192.168.190.205|0
93.184.66.44|7
92.240.230.125|0
46.229.232.43|6
92.240.229.18|7
192.168.4.5|6
2a01:390:1450:1:face:b00c:0:35ca|2
2a05:980:6:1019:210e:4ebe:a624:9d79|7
185.66.200.22|6
185.48.248.41|0
86.110.244.65|6
100.64.33.26|1
86.110.245.161|6
192.168.234.90|0
217.73.26.166|0
45.89.54.22|6
86.110.244.138|6
2a01:390::eeee:161|3
46.229.225.221|0
46.229.239.17|0
46.229.237.109|0
46.229.238.69|8
185.48.248.13|8
46.229.227.1|0
81.89.58.46|2
93.184.66.182|4
86.110.233.126|0
192.168.234.77|0
86.110.231.93|0
86.110.250.201|0
86.110.247.50|2
81.89.58.15|0
93.184.64.185|0
86.110.247.109|0
81.89.59.141|0
86.110.230.121|4
192.168.89.27|2
86.110.250.11|0
86.110.231.66|6
93.184.66.237|0
93.184.66.178|6
46.229.232.186|0
5.252.23.169|7
86.110.233.100|0
5.252.23.25|6
5.252.23.39|2
5.252.23.102|3
109.74.155.221|0
93.184.71.26|7
5.252.23.128|6
93.184.74.138|2
109.74.148.244|2
86.110.232.37|3
46.229.226.66|2
86.110.230.79|6
46.229.233.57|7
2a01:390:1:e:20e2:d767:dff0:316d|1
46.229.233.47|3
46.229.227.106|7
93.184.64.239|3
45.95.11.248|2
86.110.227.142|2
109.74.146.56|7
192.168.203.17|0
81.89.62.100|2
86.110.229.19|0
93.184.72.50|6
192.168.14.195|0
93.184.72.99|6
86.110.231.62|3
192.168.112.140|3
217.73.22.40|0
192.168.171.178|3
46.229.233.48|0
86.110.229.174|3
46.229.232.187|6
185.48.248.209|0
86.110.232.36|3
86.110.232.45|3
46.229.233.158|2
45.95.11.78|0
192.168.214.9|3
46.229.227.226|0
45.95.11.250|0
46.229.233.32|4
192.168.171.172|7
46.229.232.45|6
2a01:390:1:3f::4|7
46.229.227.145|6
92.240.229.53|0
46.229.227.82|6
5.252.23.67|6
86.110.247.20|2
86.110.245.131|4
86.110.247.19|2
192.168.184.3|0
81.89.57.219|7
93.184.67.114|7
81.89.58.45|3
93.184.72.109|2
46.229.227.238|8
46.229.239.213|8
46.229.238.22|0
192.168.191.150|2
45.89.54.107|8
192.168.203.48|0
92.240.229.237|0
93.184.65.166|7
192.168.110.94|0
46.229.234.1|0
86.110.227.210|7
5.252.23.97|6
100.64.4.77|2
172.16.31.213|3
46.229.239.235|0
86.110.232.213|0
81.89.50.62|0
86.110.234.17|0
109.74.146.58|6
2a01:390:12:1234::2063|5
86.110.242.108|0
81.89.49.33|0
192.168.6.42|3
109.74.155.70|0
2a01:390:dc4:804::1|2
2a01:390:1:1475:bc9a:90bd:369a:ed32|2
2a01:390:12:12::1|2
2a01:390:1:933::41|2
2a01:390:dc4:101::2|2
81.89.57.251|7
192.168.173.207|3
192.168.173.206|3
185.48.248.230|6
45.89.54.95|6
185.48.248.37|0
185.48.248.28|0
93.184.64.190|0
185.48.248.27|0
93.184.68.84|7
185.48.248.24|0
185.48.248.30|0
93.184.71.27|4
185.48.248.53|0
185.48.248.15|6
185.48.248.25|0
185.48.248.216|0
46.229.227.85|0
86.110.233.163|0
81.89.56.210|2
109.74.150.194|8
172.16.30.187|7
81.89.58.118|2
192.168.214.17|3
192.168.185.132|0
109.74.150.185|0
109.74.148.243|2
10.0.0.109|8
5.252.23.43|6
46.229.237.67|2
185.66.201.87|6
46.229.238.230|6
92.240.230.37|0
100.64.26.91|5
45.149.176.33|2
192.168.187.51|2
45.149.176.13|0
45.149.176.179|2
185.48.249.209|0
217.73.20.193|0
217.73.22.43|2
92.240.229.22|7
5.252.23.104|0
86.110.227.238|0
81.89.58.85|2
86.110.242.123|7
81.89.58.91|0
92.240.229.233|0
10.0.20.146|0
217.73.22.6|2
185.48.248.229|2
185.48.248.23|0
185.48.248.65|0
46.229.232.165|7
192.168.169.99|0
192.168.182.244|0
86.110.233.73|5
86.110.229.134|2
5.252.23.16|6
81.89.56.169|2
81.89.58.123|2
46.229.225.25|6
185.66.200.107|4
185.66.200.99|2
93.184.68.149|6
93.184.67.124|3
92.240.229.97|0
109.74.155.193|0
86.110.244.187|6
192.168.240.253|0
100.64.27.29|1
86.110.231.72|0
192.168.180.67|2
93.184.67.84|3
192.168.0.150|1
46.229.233.39|6
192.168.178.99|0
93.184.72.230|6
185.66.201.5|0
5.252.23.166|6
192.168.110.48|2
86.110.232.35|0
92.240.229.246|7
100.64.23.50|1
192.168.209.252|1
192.168.110.49|2
109.74.154.161|0
92.240.229.82|7
93.184.72.189|8
5.252.23.127|7
46.229.232.86|6
93.184.64.99|7
86.110.231.18|7
185.48.248.226|0
185.48.248.225|0
46.229.238.51|6
81.89.58.119|2
93.184.64.59|7
185.48.248.18|6
2a05:980:7:a::2|2
5.252.23.81|3
86.110.228.53|7
217.73.22.3|2
2a01:390:dc4:1404:c4cb:feff:fe9c:b84f|8
46.229.232.46|6
100.64.6.23|5
46.229.226.80|0
81.89.51.81|0
86.110.227.201|0
86.110.229.36|8
46.229.233.253|0
86.110.231.166|0
86.110.228.17|0
109.74.158.111|0
192.168.89.26|2
100.64.5.66|5
2a01:390:dc4f:5::1015|2
2a01:390:dc4:1407::10|2
2a01:390:dc4::41|2
2a01:390:dc4:e::1|2
2a01:390:dc4:102::1|2
185.176.72.165|0
46.229.239.9|8
46.229.224.253|0
86.110.240.29|0
192.168.184.105|2
86.110.233.161|0
81.89.49.65|0
109.74.153.70|3
93.184.66.176|0
86.110.247.49|0
46.229.232.129|8
46.229.235.97|0
185.48.248.236|0
192.168.240.252|0
185.48.248.129|0
192.168.62.35|0
185.66.201.40|2
93.184.66.50|7
192.168.173.125|2
192.168.190.47|2
81.89.55.145|0
185.48.248.97|0
81.89.49.102|6
46.229.235.17|0
46.229.225.30|0
86.110.247.135|7
10.0.10.88|0
93.184.67.110|7
192.168.173.103|0
45.95.11.33|3
192.168.89.8|3
2a05:980::12:1|8
10.0.10.100|2
192.168.115.1|0
86.110.240.161|0
185.176.72.81|2
192.168.214.2|3
46.229.224.254|0
46.229.238.225|0
86.110.232.60|6
109.74.150.225|0
109.74.155.229|0
86.110.233.13|3
185.48.249.246|6
192.168.190.45|2
46.229.234.113|0
81.89.57.7|0
86.110.232.204|0
192.168.190.220|2
86.110.230.231|8
2a01:390:12:1234::2112|5
46.229.235.221|0
100.64.10.2|2
86.110.230.113|0
93.184.66.148|2
46.229.238.161|0
192.168.185.130|0
93.184.68.226|7
81.89.57.10|0
46.229.226.149|0
86.110.234.71|7
92.240.229.145|0
100.64.23.124|1
86.110.227.143|7
192.168.191.49|2
217.73.30.177|0
81.89.58.74|2
100.64.23.21|1
192.168.120.14|2
109.74.148.242|7
192.168.0.104|1
86.110.228.214|0
46.229.232.125|2
46.229.225.213|0
86.110.230.55|7
109.74.153.145|0
109.74.151.150|0
46.229.238.29|0
192.168.120.2|2
93.184.72.45|0
192.168.234.67|3
46.229.238.53|7
81.89.58.72|2
2a11:7e04:70f7:c136:3749:521a:caae:71d|5
2a11:7e04:b6b9:ba75:93e:eb2c:a836:bf83|5
2a11:7e04:fb01:7e9e:383e:7457:fd38:68d4|5
2a11:7e04:497d:2932:82aa:658:73a2:86ef|5
2a11:7e04:40f5:c04d:772b:67d:19f1:ca4b|5
217.73.19.217|0
10.0.20.89|3
81.89.49.39|2
2a01:390:5291:4::27|8
217.73.27.237|0
2a05:980:0:2::10|6
185.115.141.130|0
109.74.158.210|7
2a01:390:12:1234::2035|5
185.66.201.60|6
109.74.150.38|0
46.229.224.217|2
86.110.229.190|0
86.110.233.49|6
86.110.227.144|0
109.74.146.96|0
45.95.11.19|7
81.89.57.5|0
93.184.67.82|3
46.229.233.44|6
46.229.232.171|7
192.168.110.100|0
192.168.189.5|2
192.168.191.70|2
192.168.50.209|2
192.168.13.121|0
192.168.110.97|0
192.168.180.66|0
192.168.184.77|2
192.168.89.31|2
192.168.203.19|2
192.168.89.11|2
192.168.182.231|2
192.168.203.36|2
192.168.191.69|2
192.168.173.11|0
192.168.203.15|2
192.168.13.216|2
192.168.184.67|0
192.168.190.69|0
192.168.191.42|2
192.168.110.74|2
10.0.20.142|0
192.168.203.66|3
192.168.185.136|3
192.168.190.74|0
192.168.65.71|3
192.168.66.4|3
192.168.203.102|0
93.184.72.83|7
86.110.230.48|7
192.168.190.171|0
192.168.185.50|2
192.168.114.106|2
192.168.114.23|0
192.168.191.116|0
10.0.10.164|2
192.168.203.5|0
10.0.10.93|2
10.0.20.128|2
192.168.203.62|0
86.110.231.92|0
192.168.203.87|3
81.89.49.46|0
192.168.13.115|0
46.229.225.197|6
93.184.64.225|0
185.66.200.1|2
192.168.169.112|2
46.229.235.222|0
93.184.66.133|0
109.74.148.36|3
100.64.5.167|1
46.229.224.226|6
192.168.234.70|0
172.16.31.54|3
100.64.23.123|1
93.184.68.140|6
192.168.173.68|0
86.110.228.34|0
93.184.66.191|2
100.64.12.17|5
46.229.238.175|0
217.73.19.121|0
46.229.224.207|0
86.110.232.233|0
93.184.66.209|2
192.168.173.114|0
192.168.169.12|0
46.229.232.19|2
185.48.248.227|6
81.89.56.209|0
192.168.190.52|0
46.229.238.30|0
217.73.18.161|0
86.110.233.55|6
93.184.72.79|0
192.168.89.30|2
192.168.212.36|0
100.64.5.61|1
46.229.232.112|0
192.168.50.163|2
81.89.58.98|2
192.168.190.50|0
45.95.11.207|3
46.229.238.126|0
192.168.114.21|0
192.168.89.24|0
192.168.191.121|2
192.168.191.229|2
192.168.182.242|0
192.168.173.100|0
10.0.20.121|0
100.64.33.13|1
192.168.190.46|2
192.168.110.82|0
192.168.177.195|0
10.0.20.87|2
10.0.20.153|2
192.168.191.90|0
86.110.247.174|0
192.168.191.28|2
192.168.203.91|0
192.168.182.226|2
192.168.174.116|0
192.168.190.249|2
192.168.190.66|2
192.168.203.28|2
192.168.110.181|2
192.168.184.66|2
10.0.20.64|0
192.168.62.38|0
192.168.110.23|2
192.168.191.210|0
192.168.203.54|2
192.168.6.43|2
192.168.12.4|0
192.168.66.59|0
192.168.125.5|2
10.0.20.86|2
192.168.190.207|2
192.168.190.170|0
192.168.110.73|0
192.168.203.57|2
192.168.193.49|2
192.168.190.42|2
46.229.239.91|0
192.168.193.124|0
192.168.212.45|2
192.168.180.210|2
192.168.173.94|0
192.168.187.108|0
192.168.184.70|2
192.168.212.39|0
192.168.190.62|2
192.168.89.17|2
109.74.155.202|0
10.0.20.124|2
81.89.58.101|2
10.0.20.65|2
10.0.20.108|2
192.168.193.52|0
192.168.110.172|2
192.168.110.102|2
192.168.110.107|2
10.0.10.150|2
192.168.173.23|0
10.0.20.151|2
192.168.173.12|2
192.168.190.210|2
192.168.203.70|2
217.73.29.83|0
192.168.42.14|2
192.168.193.111|2
192.168.203.51|2
192.168.13.211|0
192.168.173.13|0
192.168.190.206|0
192.168.191.110|0
192.168.185.133|2
46.229.235.18|0
192.168.187.44|2
10.0.10.98|0
192.168.110.98|2
192.168.184.73|0
10.0.10.92|2
192.168.110.28|2
192.168.194.91|2
46.229.238.8|6
46.229.238.15|2
46.229.238.9|2
10.0.10.210|2
192.168.125.10|2
86.110.247.33|0
192.168.191.50|0
192.168.193.129|0
192.168.187.43|0
192.168.191.98|0
93.184.66.165|0
100.64.26.93|1
192.168.191.41|2
109.74.158.89|0
192.168.184.178|2
192.168.69.41|2
109.74.153.22|2
192.168.110.168|2
192.168.191.67|0
192.168.191.48|0
192.168.66.5|2
192.168.110.81|2
192.168.173.118|2
192.168.191.143|2
192.168.190.55|2
192.168.191.8|2
192.168.184.96|2
192.168.212.32|2
192.168.110.32|0
192.168.184.102|2
192.168.203.25|0
86.110.247.1|0
86.110.251.126|0
86.110.230.1|0
86.110.246.75|6
109.74.158.213|7
192.168.193.205|0
86.110.228.79|2
192.168.193.144|2
192.168.39.10|0
192.168.185.100|2
93.184.66.203|0
93.184.66.250|0
192.168.173.14|2
192.168.184.84|2
192.168.190.213|2
192.168.191.18|2
109.74.155.189|0
192.168.203.13|0
192.168.190.84|2
192.168.193.240|2
192.168.184.122|2
192.168.190.44|2
100.64.10.133|1
10.0.20.150|2
192.168.190.60|2
192.168.203.16|2
192.168.66.10|2
192.168.193.165|2
192.168.6.86|2
109.74.146.99|0
192.168.89.21|0
192.168.203.75|2
192.168.191.230|0
192.168.173.90|0
192.168.62.39|0
192.168.203.77|2
192.168.191.85|2
192.168.184.98|2
192.168.203.71|2
192.168.212.46|2
192.168.184.203|2
192.168.110.180|2
10.0.20.143|2
192.168.109.10|2
10.0.40.200|0
192.168.191.57|0
10.0.20.88|0
192.168.203.24|0
46.229.238.18|2
192.168.182.98|0
46.229.238.50|6
192.168.110.31|3
192.168.191.47|2
86.110.227.77|0
192.168.191.17|2
192.168.184.92|2
46.229.227.36|7
192.168.16.6|6
152.89.19.37|0
86.110.250.2|0
192.168.173.73|0
45.89.54.103|8
192.168.65.70|2
10.0.40.207|2
192.168.203.21|0
192.168.110.27|2
93.184.66.242|0
192.168.50.162|2
86.110.245.189|0
10.0.10.138|0
192.168.191.30|2
192.168.6.36|2
192.168.191.82|2
81.89.58.5|0
192.168.173.16|2
86.110.228.238|0
217.73.26.172|8
81.89.54.145|0
185.66.201.85|6
46.229.227.230|0
185.66.200.89|4
2a01:390:dc4:1407:250:56ff:fea1:7f25|8
93.184.76.247|7
109.74.155.37|0
86.110.231.61|0
192.168.191.71|0
81.89.51.204|0
46.229.224.147|6
46.229.225.9|0
93.184.67.65|3
5.252.23.174|3
10.0.0.128|7
10.0.20.61|1
192.168.190.101|2
109.74.155.73|6
109.74.151.149|0
192.168.184.27|3
81.89.55.89|0
86.110.247.165|0
81.89.57.80|0
192.168.203.56|0
100.64.12.30|2
192.168.0.189|1
5.252.23.73|6
81.89.53.67|0
93.184.67.118|7
100.64.21.9|1
45.95.11.24|0
100.64.27.4|1
86.110.247.17|0
109.74.146.59|0
46.229.234.4|2
185.66.200.158|6
45.95.11.151|3
185.66.200.129|6
172.16.30.185|7
100.64.23.52|1
46.229.238.80|6
46.229.232.47|6
45.95.11.104|7
172.16.31.14|7
46.229.239.236|5
81.89.52.53|0
46.229.235.130|0
86.110.233.201|0
172.16.29.137|7
93.184.68.239|7
100.64.10.189|1
46.229.225.16|0
86.110.231.19|0
86.110.242.121|3
2a04:b540:1:2::3|6
192.168.187.52|2
81.89.58.41|3
86.110.229.22|0
2001:678:12c::2|5
192.168.125.12|0
192.168.185.18|3
86.110.245.140|0
86.110.231.60|3
86.110.234.16|0
100.64.5.87|1
86.110.231.20|2
46.229.239.4|2
46.229.239.14|0
46.229.233.15|6
46.229.225.1|2
86.110.242.4|0
81.89.49.120|0
192.168.120.3|2
192.168.185.103|0
93.184.74.189|3
46.229.238.179|6
192.168.20.54|6
86.110.242.49|0
86.110.234.7|7
109.74.147.105|0
93.184.68.65|0
109.74.153.9|0
109.74.146.1|0
46.229.225.18|0
86.110.224.3|2
81.89.57.14|0
46.229.225.2|0
86.110.240.1|0
46.229.234.13|0
93.184.66.185|2
46.229.225.21|0
46.229.226.65|0
46.229.225.193|0
46.229.226.78|0
46.229.232.161|0
46.229.239.113|0
46.229.239.245|0
46.229.238.189|0
46.229.239.61|0
93.184.72.107|0
192.168.191.103|0
172.16.29.72|3
81.89.52.101|0
46.229.227.110|0
86.110.247.166|0
86.110.233.8|2
46.229.225.4|0
109.74.155.5|0
86.110.233.14|2
46.229.233.5|2
46.229.238.1|0
81.89.58.16|0
86.110.234.5|2
86.110.224.17|0
100.64.5.34|5
192.168.69.42|2
86.110.233.44|6
46.229.238.52|6
86.110.247.43|3
92.240.231.173|0
81.89.56.145|3
185.176.72.62|0
192.168.4.1|2
81.89.54.83|5
45.89.54.117|3
109.74.153.65|0
93.184.66.167|2
217.73.29.81|0
46.229.232.184|6
86.110.227.135|0
86.110.227.126|0
100.64.10.174|5
46.229.238.33|0
100.64.10.132|1
185.66.201.90|6
46.229.225.69|4
172.16.31.97|7
2a01:390:1454:11a::a|8
46.229.233.34|4
86.110.245.153|0
93.184.76.241|0
86.110.245.40|2
109.74.146.97|0
46.229.238.241|0
192.168.47.57|1
46.229.238.90|6
46.229.234.94|0
46.229.225.23|6
109.74.150.189|0
